Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
751,1,1,1,1,1,1.0,1.0,1.0
2392,1,1,1,1,1,1.0,1.0,1.0
8159,5,5,4,0,1,0.8,0.8,0.8
8283,1,1,1,1,1,1.0,1.0,1.0
8524,7,7,3,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
9611,4,4,1,0,0,0.25,0.25,0.25
9655,6,6,6,1,1,1.0,1.0,1.0
9997,1,1,1,1,1,1.0,1.0,1.0
10146,2,2,1,0,1,0.5,0.5,0.5
10856,1,1,0,0,0,0.0,0.0,0.0
10870,1,1,0,0,0,0.0,0.0,0.0
10873,6,6,4,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
11352,2,2,2,1,1,1.0,1.0,1.0
11688,1,1,1,1,1,1.0,1.0,1.0
11699,1,1,0,0,0,0.0,0.0,0.0
12036,1,1,0,0,0,0.0,0.0,0.0
12089,1,1,0,0,0,0.0,0.0,0.0
12406,1,1,1,1,1,1.0,1.0,1.0
12807,2,2,1,0,1,0.5,0.5,0.5
12885,1,1,0,0,0,0.0,0.0,0.0
12970,5,5,0,0,0,0.0,0.0,0.0
13320,4,4,4,1,1,1.0,1.0,1.0
13446,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
13449,1,1,0,0,0,0.0,0.0,0.0
13484,2,2,1,0,1,0.5,0.5,0.5
13817,4,4,3,0,1,0.75,0.75,0.75
13976,1,1,1,1,1,1.0,1.0,1.0
14125,5,5,1,0,0,0.2,0.2,0.2
14304,1,1,0,0,0,0.0,0.0,0.0
14396,6,6,6,1,1,1.0,1.0,1.0
14583,4,4,1,0,0,0.25,0.25,0.25
14875,7,7,5,0,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
15025,4,4,4,1,1,1.0,1.0,1.0
15375,2,2,2,1,1,1.0,1.0,1.0
15535,2,2,1,0,1,0.5,0.5,0.5
15555,2,2,1,0,1,0.5,0.5,0.5
15636,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
15670,1,1,1,1,1,1.0,1.0,1.0
16146,1,1,0,0,0,0.0,0.0,0.0
16270,3,3,3,1,1,1.0,1.0,1.0
16535,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
16687,1,1,0,0,0,0.0,0.0,0.0
16887,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
17020,1,1,1,1,1,1.0,1.0,1.0
17105,5,5,5,1,1,1.0,1.0,1.0
17267,3,3,3,1,1,1.0,1.0,1.0
17285,2,2,2,1,1,1.0,1.0,1.0
17320,2,2,1,0,1,0.5,0.5,0.5
17337,1,1,1,1,1,1.0,1.0,1.0
17338,2,2,1,0,1,0.5,0.5,0.5
17472,2,2,0,0,0,0.0,0.0,0.0
17548,1,1,0,0,0,0.0,0.0,0.0
17595,1,1,0,0,0,0.0,0.0,0.0
17640,3,3,3,1,1,1.0,1.0,1.0
17761,1,1,1,1,1,1.0,1.0,1.0
18019,3,3,3,1,1,1.0,1.0,1.0
18061,2,2,1,0,1,0.5,0.5,0.5
18091,1,1,1,1,1,1.0,1.0,1.0
18266,1,1,1,1,1,1.0,1.0,1.0
18293,1,1,1,1,1,1.0,1.0,1.0
18569,2,2,1,0,1,0.5,0.5,0.5
18593,1,1,1,1,1,1.0,1.0,1.0
18685,4,4,3,0,1,0.75,0.75,0.75
18687,1,1,0,0,0,0.0,0.0,0.0
18725,1,1,1,1,1,1.0,1.0,1.0
18730,1,1,1,1,1,1.0,1.0,1.0
18765,1,1,0,0,0,0.0,0.0,0.0
18840,1,1,1,1,1,1.0,1.0,1.0
18909,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
19043,7,7,7,1,1,1.0,1.0,1.0
19473,4,4,2,0,1,0.5,0.5,0.5
19563,1,1,1,1,1,1.0,1.0,1.0
19705,1,1,1,1,1,1.0,1.0,1.0
20069,1,1,1,1,1,1.0,1.0,1.0
20411,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20731,3,3,3,1,1,1.0,1.0,1.0
20826,1,1,1,1,1,1.0,1.0,1.0
20836,2,2,2,1,1,1.0,1.0,1.0
