Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
3,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
153,1,1,1,1,1,1.0,1.0,1.0
163,1,1,1,1,1,1.0,1.0,1.0
218,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
222,1,1,1,1,1,1.0,1.0,1.0
253,1,1,1,1,1,1.0,1.0,1.0
393,1,1,1,1,1,1.0,1.0,1.0
523,4,4,3,0,1,0.75,0.75,0.75
556,1,1,1,1,1,1.0,1.0,1.0
884,7,7,0,0,0,0.0,0.0,0.0
968,1,1,0,0,0,0.0,0.0,0.0
1225,2,2,2,1,1,1.0,1.0,1.0
1267,1,1,1,1,1,1.0,1.0,1.0
1297,1,1,0,0,0,0.0,0.0,0.0
1342,3,3,3,1,1,1.0,1.0,1.0
1653,2,2,0,0,0,0.0,0.0,0.0
2055,2,2,2,1,1,1.0,1.0,1.0
2184,1,1,1,1,1,1.0,1.0,1.0
2348,1,1,0,0,0,0.0,0.0,0.0
2426,3,3,3,1,1,1.0,1.0,1.0
2736,1,1,1,1,1,1.0,1.0,1.0
2817,1,1,1,1,1,1.0,1.0,1.0
3051,1,1,1,1,1,1.0,1.0,1.0
3242,2,2,2,1,1,1.0,1.0,1.0
3312,2,2,1,0,1,0.5,0.5,0.5
3506,1,1,1,1,1,1.0,1.0,1.0
3598,1,1,1,1,1,1.0,1.0,1.0
3743,1,1,1,1,1,1.0,1.0,1.0
3883,2,2,1,0,1,0.5,0.5,0.5
4017,1,1,1,1,1,1.0,1.0,1.0
4152,1,1,1,1,1,1.0,1.0,1.0
4348,1,1,1,1,1,1.0,1.0,1.0
4472,1,1,1,1,1,1.0,1.0,1.0
4520,1,1,1,1,1,1.0,1.0,1.0
4784,1,1,1,1,1,1.0,1.0,1.0
4840,1,1,1,1,1,1.0,1.0,1.0
4965,2,2,1,0,1,0.5,0.5,0.5
5229,4,4,4,1,1,1.0,1.0,1.0
5241,1,1,1,1,1,1.0,1.0,1.0
5504,3,3,3,1,1,1.0,1.0,1.0
5677,1,1,1,1,1,1.0,1.0,1.0
5925,1,1,1,1,1,1.0,1.0,1.0
6168,2,2,2,1,1,1.0,1.0,1.0
6417,1,1,1,1,1,1.0,1.0,1.0
6477,2,2,1,0,1,0.5,0.5,0.5
6734,5,5,5,1,1,1.0,1.0,1.0
6849,1,1,1,1,1,1.0,1.0,1.0
6900,1,1,0,0,0,0.0,0.0,0.0
7857,3,3,3,1,1,1.0,1.0,1.0
7884,3,3,0,0,0,0.0,0.0,0.0
8282,3,3,3,1,1,1.0,1.0,1.0
8685,2,2,1,0,1,0.5,0.5,0.5
63610,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
63874,1,1,1,1,1,1.0,1.0,1.0
131337,3,3,3,1,1,1.0,1.0,1.0
