Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
12870,2,2,2,1,1,1.0,1.0,1.0
12889,2,2,2,1,1,1.0,1.0,1.0
12926,4,4,4,1,1,1.0,1.0,1.0
13075,1,1,1,1,1,1.0,1.0,1.0
13077,2,2,1,0,1,0.5,0.5,0.5
13133,1,1,1,1,1,1.0,1.0,1.0
13285,1,1,1,1,1,1.0,1.0,1.0
13343,4,4,4,1,1,1.0,1.0,1.0
14067,2,2,1,0,1,0.5,0.5,0.5
14091,2,2,2,1,1,1.0,1.0,1.0
14232,2,2,0,0,0,0.0,0.0,0.0
14343,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
14632,1,1,1,1,1,1.0,1.0,1.0
14719,1,1,1,1,1,1.0,1.0,1.0
14762,4,4,3,0,1,0.75,0.75,0.75
14973,1,1,1,1,1,1.0,1.0,1.0
15069,5,5,3,0,1,0.6,0.6,0.6
15140,2,2,2,1,1,1.0,1.0,1.0
15273,2,2,2,1,1,1.0,1.0,1.0
15493,1,1,1,1,1,1.0,1.0,1.0
15507,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
15755,1,1,1,1,1,1.0,1.0,1.0
15789,2,2,2,1,1,1.0,1.0,1.0
15821,5,5,5,1,1,1.0,1.0,1.0
