Issue,K,MRR,NDCG_at_K,P_at_K
11685,3,1.0,1.0,1.0
12195,7,1.0,0.3932591258696538,0.2857142857142857
12376,1,1.0,1.0,1.0
13098,4,1.0,0.8318724637288826,0.75
13481,4,1.0,0.8318724637288826,0.75
13864,5,1.0,0.48522855511632257,0.4
13998,2,0.3333333333333333,0.0,0.0
14209,4,0.5,0.24630238874073,0.25
14462,3,1.0,0.46927872602275644,0.3333333333333333
14879,4,1.0,1.0,1.0
15174,7,0.3333333333333333,0.13743816645714543,0.14285714285714285
15233,3,1.0,0.46927872602275644,0.3333333333333333
15291,4,0.024390243902439025,0.0,0.0
15623,4,1.0,0.6366824387328317,0.5
15724,1,1.0,1.0,1.0
15751,1,0.3333333333333333,0.0,0.0
15835,2,1.0,1.0,1.0
15866,1,1.0,1.0,1.0
15868,6,1.0,0.4935232796777481,0.3333333333333333
15873,3,0.5,0.2960819109658652,0.3333333333333333
15896,1,1.0,1.0,1.0
15961,2,1.0,1.0,1.0
15998,5,1.0,0.6843515475204855,0.6
16061,2,1.0,1.0,1.0
16120,2,1.0,0.6131471927654584,0.5
16218,1,1.0,1.0,1.0
16244,1,0.5,0.0,0.0
16250,1,1.0,1.0,1.0
16327,3,1.0,0.7039180890341347,0.6666666666666666
16428,6,1.0,0.7409096387260823,0.6666666666666666
16460,7,1.0,0.9083745556952364,0.8571428571428571
16467,2,1.0,0.6131471927654584,0.5
16482,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
16489,2,1.0,0.6131471927654584,0.5
16508,3,1.0,0.7653606369886217,0.6666666666666666
16513,5,1.0,0.5531464700081437,0.4
16522,5,1.0,1.0,1.0
16559,1,1.0,1.0,1.0
16623,3,1.0,1.0,1.0
16792,1,1.0,1.0,1.0
16810,1,1.0,1.0,1.0
16832,6,1.0,0.644824486427155,0.5
16907,1,1.0,1.0,1.0
16955,5,1.0,0.6164336326286644,0.6
16994,2,1.0,1.0,1.0
17007,3,1.0,0.7653606369886217,0.6666666666666666
17066,6,1.0,1.0,1.0
17101,1,1.0,1.0,1.0
17120,1,0.029411764705882353,0.0,0.0
17298,1,1.0,1.0,1.0
17326,3,1.0,0.7653606369886217,0.6666666666666666
17380,6,0.5,0.5896084319766756,0.6666666666666666
17389,4,1.0,1.0,1.0
17405,5,1.0,0.6992148198508501,0.6
17451,6,1.0,0.8829374068620365,0.8333333333333334
17458,3,1.0,0.7653606369886217,0.6666666666666666
17460,6,1.0,0.8486987932505933,0.8333333333333334
17472,4,1.0,0.8318724637288826,0.75
17474,3,1.0,1.0,1.0
17480,3,1.0,1.0,1.0
17489,6,1.0,0.30260241349881345,0.16666666666666666
