Issue,K,MRR,NDCG_at_K,P_at_K
833,1,1.0,1.0,1.0
1233,2,0.5,0.38685280723454163,0.5
1283,3,1.0,1.0,1.0
1521,1,1.0,1.0,1.0
2423,2,1.0,0.6131471927654584,0.5
2424,1,1.0,1.0,1.0
2533,2,1.0,0.6131471927654584,0.5
2557,2,1.0,1.0,1.0
2583,2,1.0,0.6131471927654584,0.5
2600,1,1.0,1.0,1.0
2850,1,1.0,1.0,1.0
2984,1,0.045454545454545456,0.0,0.0
3186,1,1.0,1.0,1.0
3365,1,1.0,1.0,1.0
3684,1,1.0,1.0,1.0
3744,1,1.0,1.0,1.0
3903,1,1.0,1.0,1.0
3933,2,1.0,1.0,1.0
4007,1,1.0,1.0,1.0
4331,1,1.0,1.0,1.0
4675,2,0.16666666666666666,0.0,0.0
4694,1,1.0,1.0,1.0
4793,3,1.0,1.0,1.0
4822,1,1.0,1.0,1.0
5118,2,1.0,1.0,1.0
5130,1,0.5,0.0,0.0
5215,2,1.0,1.0,1.0
5256,1,1.0,1.0,1.0
5276,1,0.3333333333333333,0.0,0.0
5289,1,1.0,1.0,1.0
5322,2,0.14285714285714285,0.0,0.0
5487,1,1.0,1.0,1.0
5633,2,0.5,0.38685280723454163,0.5
5777,1,1.0,1.0,1.0
5797,1,1.0,1.0,1.0
5813,4,1.0,1.0,1.0
5930,1,1.0,1.0,1.0
5947,4,0.1111111111111111,0.0,0.0
6231,1,1.0,1.0,1.0
6426,5,0.07142857142857142,0.0,0.0
6514,1,1.0,1.0,1.0
6568,1,1.0,1.0,1.0
6733,1,1.0,1.0,1.0
6833,4,0.3333333333333333,0.19519002499605084,0.25
8249,1,1.0,1.0,1.0
8538,1,0.024390243902439025,0.0,0.0
8572,1,1.0,1.0,1.0
8614,4,1.0,0.5855700749881525,0.5
9202,3,1.0,1.0,1.0
9533,2,1.0,0.6131471927654584,0.5
9640,1,1.0,1.0,1.0
9812,1,1.0,1.0,1.0
9962,5,0.5,0.21398626473452756,0.2
9973,1,0.007518796992481203,0.0,0.0
10289,3,1.0,1.0,1.0
10388,6,1.0,1.0,1.0
10461,1,1.0,1.0,1.0
10490,1,0.3333333333333333,0.0,0.0
10535,1,1.0,1.0,1.0
10709,6,1.0,0.8090791338210652,0.8333333333333334
10823,6,1.0,0.892210845475489,0.8333333333333334
11168,3,1.0,0.46927872602275644,0.3333333333333333
11277,1,1.0,1.0,1.0
12130,1,1.0,1.0,1.0
12208,2,1.0,0.6131471927654584,0.5
12315,2,1.0,0.6131471927654584,0.5
12334,2,1.0,1.0,1.0
12353,1,1.0,1.0,1.0
12532,1,0.3333333333333333,0.0,0.0
12540,1,0.16666666666666666,0.0,0.0
12545,1,1.0,1.0,1.0
12779,7,1.0,0.7709363892380909,0.7142857142857143
12916,2,1.0,0.6131471927654584,0.5
12927,2,1.0,0.6131471927654584,0.5
12945,5,1.0,0.5531464700081437,0.4
13222,3,1.0,1.0,1.0
13465,1,1.0,1.0,1.0
13492,1,1.0,1.0,1.0
13560,1,1.0,1.0,1.0
13750,3,1.0,1.0,1.0
13772,3,1.0,0.7653606369886217,0.6666666666666666
13980,1,1.0,1.0,1.0
14134,1,1.0,1.0,1.0
14499,3,1.0,1.0,1.0
14567,1,1.0,1.0,1.0
14761,1,1.0,1.0,1.0
15204,1,1.0,1.0,1.0
15453,1,1.0,1.0,1.0
15493,7,1.0,1.0,1.0
15671,3,1.0,1.0,1.0
15737,1,1.0,1.0,1.0
16042,5,1.0,0.8687949224876582,0.8
16098,2,1.0,1.0,1.0
