Issue,K,MRR,NDCG_at_K,P_at_K
145,1,1.0,1.0,1.0
159,6,1.0,0.4103915680233244,0.3333333333333333
169,1,1.0,1.0,1.0
173,1,1.0,1.0,1.0
255,1,1.0,1.0,1.0
366,1,0.5,0.0,0.0
528,1,1.0,1.0,1.0
603,1,1.0,1.0,1.0
772,1,1.0,1.0,1.0
1024,5,1.0,0.5087403079104241,0.4
1231,4,1.0,0.6366824387328317,0.5
1242,5,1.0,0.8687949224876582,0.8
1268,3,1.0,0.46927872602275644,0.3333333333333333
1304,6,1.0,1.0,1.0
1370,1,1.0,1.0,1.0
1392,7,1.0,0.8816172070446371,0.8571428571428571
1416,1,1.0,1.0,1.0
1419,2,1.0,0.6131471927654584,0.5
1428,3,1.0,0.7653606369886217,0.6666666666666666
1431,4,1.0,0.6366824387328317,0.5
1453,1,0.5,0.0,0.0
1458,3,1.0,1.0,1.0
1588,1,1.0,1.0,1.0
1711,3,1.0,1.0,1.0
2100,1,1.0,1.0,1.0
2456,6,0.08333333333333333,0.0,0.0
2528,4,1.0,1.0,1.0
2628,1,1.0,1.0,1.0
2700,2,1.0,1.0,1.0
2964,2,1.0,1.0,1.0
3169,6,1.0,0.30260241349881345,0.16666666666666666
3187,2,1.0,1.0,1.0
3278,1,1.0,1.0,1.0
3620,2,0.1,0.0,0.0
3628,2,1.0,0.6131471927654584,0.5
3746,2,1.0,1.0,1.0
3831,2,1.0,1.0,1.0
3874,5,1.0,1.0,1.0
4007,2,1.0,1.0,1.0
4139,6,1.0,0.4329261794091841,0.3333333333333333
4150,3,1.0,1.0,1.0
4282,1,1.0,1.0,1.0
4383,2,0.03125,0.0,0.0
4406,4,1.0,1.0,1.0
4508,7,1.0,0.5857421563596757,0.42857142857142855
4582,6,1.0,0.892210845475489,0.8333333333333334
4618,3,0.5,0.5307212739772434,0.6666666666666666
4666,1,0.5,0.0,0.0
5394,1,1.0,1.0,1.0
5604,1,1.0,1.0,1.0
5732,2,1.0,1.0,1.0
6144,1,1.0,1.0,1.0
6434,3,1.0,0.7653606369886217,0.6666666666666666
6659,7,1.0,0.6730234638881231,0.5714285714285714
6774,5,0.25,0.14606834984270645,0.2
6966,1,1.0,1.0,1.0
7022,4,1.0,1.0,1.0
7115,1,1.0,1.0,1.0
7154,1,1.0,1.0,1.0
7189,7,1.0,0.4483039899025303,0.2857142857142857
7438,3,1.0,1.0,1.0
7456,6,1.0,0.892210845475489,0.8333333333333334
7524,1,0.5,0.0,0.0
7746,1,1.0,1.0,1.0
7771,3,0.5,0.5307212739772434,0.6666666666666666
7821,1,1.0,1.0,1.0
8047,1,1.0,1.0,1.0
8151,1,0.047619047619047616,0.0,0.0
8200,1,1.0,1.0,1.0
8442,1,1.0,1.0,1.0
8444,1,1.0,1.0,1.0
8601,3,0.5,0.2960819109658652,0.3333333333333333
8697,1,1.0,1.0,1.0
8824,1,0.3333333333333333,0.0,0.0
8827,1,1.0,1.0,1.0
8849,1,1.0,1.0,1.0
8951,2,1.0,1.0,1.0
9511,2,1.0,0.6131471927654584,0.5
10006,3,1.0,1.0,1.0
10038,1,1.0,1.0,1.0
10599,1,1.0,1.0,1.0
10822,1,1.0,1.0,1.0
10934,1,1.0,1.0,1.0
10967,5,1.0,1.0,1.0
11221,5,1.0,1.0,1.0
11435,5,1.0,1.0,1.0
11763,1,0.2,0.0,0.0
11814,7,1.0,1.0,1.0
12087,1,1.0,1.0,1.0
12131,4,1.0,1.0,1.0
12475,1,1.0,1.0,1.0
12870,2,1.0,1.0,1.0
12889,2,1.0,1.0,1.0
12926,4,1.0,1.0,1.0
13075,1,1.0,1.0,1.0
13077,2,1.0,0.6131471927654584,0.5
13133,1,1.0,1.0,1.0
13285,1,1.0,1.0,1.0
13343,4,1.0,1.0,1.0
14067,2,0.5,0.38685280723454163,0.5
14091,2,1.0,1.0,1.0
14232,2,0.5,0.38685280723454163,0.5
14343,3,1.0,0.7039180890341347,0.6666666666666666
14632,1,1.0,1.0,1.0
14719,1,1.0,1.0,1.0
14762,4,1.0,0.6366824387328317,0.5
14973,1,1.0,1.0,1.0
15069,5,1.0,0.6843515475204855,0.6
15140,2,1.0,1.0,1.0
15273,2,1.0,0.6131471927654584,0.5
15493,1,1.0,1.0,1.0
15507,3,1.0,0.7039180890341347,0.6666666666666666
15755,1,1.0,1.0,1.0
15789,2,1.0,1.0,1.0
15821,5,1.0,1.0,1.0
