Issue,K,MRR,NDCG_at_K,P_at_K
1017,3,1.0,0.7653606369886217,0.6666666666666666
1362,7,1.0,0.9083745556952364,0.8571428571428571
1698,2,1.0,0.6131471927654584,0.5
1925,1,1.0,1.0,1.0
2088,3,1.0,1.0,1.0
2323,1,0.5,0.0,0.0
2578,5,1.0,1.0,1.0
2762,1,1.0,1.0,1.0
2777,1,1.0,1.0,1.0
2845,1,1.0,1.0,1.0
3361,2,1.0,0.6131471927654584,0.5
3367,2,1.0,0.6131471927654584,0.5
3476,2,1.0,0.6131471927654584,0.5
3746,3,1.0,1.0,1.0
3804,1,1.0,1.0,1.0
4227,1,1.0,1.0,1.0
4309,1,1.0,1.0,1.0
4323,1,1.0,1.0,1.0
4328,3,1.0,1.0,1.0
4341,1,1.0,1.0,1.0
4445,1,1.0,1.0,1.0
4747,1,1.0,1.0,1.0
4788,1,1.0,1.0,1.0
4991,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
5077,6,0.2,0.11706259313796354,0.16666666666666666
5466,1,1.0,1.0,1.0
5483,1,0.25,0.0,0.0
5500,2,1.0,1.0,1.0
5560,3,1.0,0.7039180890341347,0.6666666666666666
5690,1,1.0,1.0,1.0
5836,1,1.0,1.0,1.0
5876,4,1.0,1.0,1.0
5957,1,1.0,1.0,1.0
5978,2,0.5,0.38685280723454163,0.5
6090,1,1.0,1.0,1.0
6340,3,1.0,0.7039180890341347,0.6666666666666666
6550,2,1.0,0.6131471927654584,0.5
6561,1,1.0,1.0,1.0
6708,1,1.0,1.0,1.0
6728,1,1.0,1.0,1.0
6967,1,1.0,1.0,1.0
7040,1,1.0,1.0,1.0
7125,5,1.0,0.7227265726449519,0.6
7143,1,1.0,1.0,1.0
7822,1,0.021739130434782608,0.0,0.0
8020,2,1.0,1.0,1.0
8070,2,1.0,1.0,1.0
8108,6,0.045454545454545456,0.0,0.0
8176,1,1.0,1.0,1.0
8178,2,1.0,1.0,1.0
8545,1,1.0,1.0,1.0
8581,1,1.0,1.0,1.0
8708,1,1.0,1.0,1.0
8722,2,1.0,1.0,1.0
8741,1,1.0,1.0,1.0
8909,3,1.0,1.0,1.0
8988,1,1.0,1.0,1.0
9148,1,1.0,1.0,1.0
9268,1,1.0,1.0,1.0
9666,1,1.0,1.0,1.0
9801,5,0.5,0.34519134224686937,0.4
9806,4,1.0,0.75369761125927,0.75
9964,1,1.0,1.0,1.0
9977,2,1.0,0.6131471927654584,0.5
10078,2,1.0,0.6131471927654584,0.5
10198,2,1.0,1.0,1.0
10202,1,1.0,1.0,1.0
10363,1,1.0,1.0,1.0
10426,1,1.0,1.0,1.0
10494,1,1.0,1.0,1.0
10607,1,1.0,1.0,1.0
11031,4,1.0,0.3903800499921017,0.25
11047,4,1.0,0.8318724637288826,0.75
11095,1,1.0,1.0,1.0
11161,6,1.0,0.892210845475489,0.8333333333333334
11193,2,1.0,1.0,1.0
11201,1,1.0,1.0,1.0
11560,2,1.0,1.0,1.0
12119,1,1.0,1.0,1.0
12415,3,1.0,0.7039180890341347,0.6666666666666666
13133,1,1.0,1.0,1.0
13305,3,1.0,0.7653606369886217,0.6666666666666666
13398,2,1.0,1.0,1.0
13758,1,1.0,1.0,1.0
13802,1,0.5,0.0,0.0
14207,1,1.0,1.0,1.0
14539,5,1.0,1.0,1.0
14559,2,1.0,1.0,1.0
14629,1,1.0,1.0,1.0
14720,1,1.0,1.0,1.0
14915,1,1.0,1.0,1.0
15016,1,1.0,1.0,1.0
15240,7,1.0,0.7349468987069968,0.7142857142857143
15663,2,1.0,0.6131471927654584,0.5
