Issue,K,MRR,NDCG_at_K,P_at_K
5099,4,1.0,1.0,1.0
19857,2,1.0,1.0,1.0
23868,1,0.5,0.0,0.0
25851,2,1.0,0.6131471927654584,0.5
26173,2,1.0,1.0,1.0
26669,4,1.0,0.3903800499921017,0.25
26958,3,1.0,0.7653606369886217,0.6666666666666666
27292,1,1.0,1.0,1.0
27473,6,1.0,0.7409096387260823,0.6666666666666666
27576,1,1.0,1.0,1.0
27584,1,1.0,1.0,1.0
27641,1,0.07142857142857142,0.0,0.0
27711,2,1.0,1.0,1.0
27790,1,1.0,1.0,1.0
27908,2,1.0,1.0,1.0
27943,4,1.0,0.3903800499921017,0.25
28127,4,1.0,0.5585075862632192,0.5
28142,1,0.16666666666666666,0.0,0.0
28145,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
28227,6,0.3333333333333333,0.15130120674940672,0.16666666666666666
28242,1,0.16666666666666666,0.0,0.0
28249,1,1.0,1.0,1.0
28330,3,1.0,0.46927872602275644,0.3333333333333333
28378,2,1.0,1.0,1.0
28490,1,1.0,1.0,1.0
28705,1,1.0,1.0,1.0
28724,3,1.0,1.0,1.0
28862,1,1.0,1.0,1.0
28981,1,1.0,1.0,1.0
29180,2,1.0,0.6131471927654584,0.5
29195,1,1.0,1.0,1.0
29215,1,1.0,1.0,1.0
29312,2,1.0,1.0,1.0
29350,2,1.0,0.6131471927654584,0.5
29386,3,1.0,0.7653606369886217,0.6666666666666666
29577,1,1.0,1.0,1.0
29661,1,1.0,1.0,1.0
29749,1,1.0,1.0,1.0
29825,1,1.0,1.0,1.0
29832,2,1.0,1.0,1.0
29926,1,0.0625,0.0,0.0
30098,2,1.0,0.6131471927654584,0.5
30155,3,1.0,1.0,1.0
30527,3,1.0,0.46927872602275644,0.3333333333333333
30641,1,1.0,1.0,1.0
30820,1,1.0,1.0,1.0
31006,1,1.0,1.0,1.0
31100,1,1.0,1.0,1.0
31118,1,1.0,1.0,1.0
31152,1,1.0,1.0,1.0
31335,5,1.0,0.6992148198508501,0.6
31336,1,1.0,1.0,1.0
31360,4,1.0,1.0,1.0
31606,3,1.0,0.46927872602275644,0.3333333333333333
31634,1,0.05555555555555555,0.0,0.0
31649,1,1.0,1.0,1.0
31674,4,1.0,1.0,1.0
31680,1,1.0,1.0,1.0
31704,1,1.0,1.0,1.0
31716,2,1.0,0.6131471927654584,0.5
31792,4,1.0,0.5855700749881525,0.5
31793,2,0.16666666666666666,0.0,0.0
31871,2,1.0,0.6131471927654584,0.5
31931,6,1.0,0.30260241349881345,0.16666666666666666
31970,1,1.0,1.0,1.0
31992,2,1.0,0.6131471927654584,0.5
32004,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
32035,1,1.0,1.0,1.0
32050,2,1.0,0.6131471927654584,0.5
32080,1,1.0,1.0,1.0
32123,3,1.0,0.7653606369886217,0.6666666666666666
32159,7,1.0,1.0,1.0
32195,5,1.0,0.7227265726449519,0.6
32217,2,1.0,1.0,1.0
32241,1,1.0,1.0,1.0
32316,1,1.0,1.0,1.0
32483,1,1.0,1.0,1.0
32531,7,1.0,1.0,1.0
32699,1,1.0,1.0,1.0
32728,5,1.0,0.8539316501572937,0.8
32764,2,1.0,1.0,1.0
32819,2,1.0,0.6131471927654584,0.5
32911,2,1.0,1.0,1.0
33064,1,0.015625,0.0,0.0
33065,1,1.0,1.0,1.0
33145,1,1.0,1.0,1.0
33166,3,1.0,1.0,1.0
33252,7,1.0,0.6583122271626569,0.5714285714285714
33345,5,1.0,1.0,1.0
33430,1,1.0,1.0,1.0
33497,4,0.5,0.24630238874073,0.25
33498,1,1.0,1.0,1.0
33533,2,1.0,1.0,1.0
33537,4,1.0,0.8048099750039491,0.75
33636,2,0.5,0.38685280723454163,0.5
33776,2,0.07692307692307693,0.0,0.0
33793,4,0.2,0.0,0.0
33834,5,0.14285714285714285,0.0,0.0
33942,3,1.0,0.7653606369886217,0.6666666666666666
34084,2,1.0,1.0,1.0
34316,1,1.0,1.0,1.0
34457,2,0.5,0.38685280723454163,0.5
34600,1,1.0,1.0,1.0
34611,7,0.125,0.0,0.0
34660,1,0.3333333333333333,0.0,0.0
34703,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
34736,6,0.07692307692307693,0.0,0.0
35088,1,1.0,1.0,1.0
35179,5,1.0,0.8687949224876582,0.8
35285,3,0.07142857142857142,0.0,0.0
35719,5,1.0,0.6164336326286644,0.6
35736,3,1.0,1.0,1.0
35791,2,1.0,1.0,1.0
35868,5,0.25,0.14606834984270645,0.2
35930,3,0.16666666666666666,0.0,0.0
36127,1,0.021739130434782608,0.0,0.0
36193,3,1.0,1.0,1.0
36320,1,1.0,1.0,1.0
36395,4,1.0,0.5855700749881525,0.5
36440,1,0.3333333333333333,0.0,0.0
36592,3,1.0,0.7653606369886217,0.6666666666666666
36622,6,1.0,0.644824486427155,0.5
36846,1,1.0,1.0,1.0
36894,6,1.0,0.892210845475489,0.8333333333333334
36989,1,1.0,1.0,1.0
37096,1,1.0,1.0,1.0
37372,1,0.5,0.0,0.0
37414,2,1.0,1.0,1.0
37460,2,1.0,1.0,1.0
37465,2,1.0,1.0,1.0
37575,4,1.0,1.0,1.0
37833,1,1.0,1.0,1.0
38084,1,1.0,1.0,1.0
