Issue,K,MRR,NDCG_at_K,P_at_K
12574,3,0.5,0.2960819109658652,0.3333333333333333
13513,3,1.0,0.46927872602275644,0.3333333333333333
13754,1,1.0,1.0,1.0
14141,1,1.0,1.0,1.0
14562,3,0.07142857142857142,0.0,0.0
15114,7,1.0,0.7899917627398735,0.7142857142857143
15492,3,0.5,0.2960819109658652,0.3333333333333333
15524,3,0.16666666666666666,0.0,0.0
15629,5,1.0,1.0,1.0
15686,6,1.0,0.644824486427155,0.5
15688,2,1.0,1.0,1.0
15689,3,1.0,0.7039180890341347,0.6666666666666666
15705,1,1.0,1.0,1.0
15804,3,1.0,0.46927872602275644,0.3333333333333333
15830,2,1.0,1.0,1.0
15860,1,1.0,1.0,1.0
15927,1,1.0,1.0,1.0
16000,2,1.0,0.6131471927654584,0.5
16130,6,1.0,0.644824486427155,0.5
16146,4,0.011235955056179775,0.0,0.0
16163,2,1.0,1.0,1.0
16187,2,1.0,1.0,1.0
16370,1,1.0,1.0,1.0
16402,5,1.0,0.6992148198508501,0.6
16442,1,1.0,1.0,1.0
16464,4,1.0,0.3903800499921017,0.25
16493,3,1.0,0.46927872602275644,0.3333333333333333
16518,2,1.0,0.6131471927654584,0.5
16545,5,1.0,0.5531464700081437,0.4
16612,5,1.0,0.6843515475204855,0.6
16626,2,1.0,1.0,1.0
16721,1,1.0,1.0,1.0
16729,3,1.0,0.7653606369886217,0.6666666666666666
16746,3,1.0,0.46927872602275644,0.3333333333333333
16760,2,1.0,1.0,1.0
16772,1,1.0,1.0,1.0
16784,5,1.0,0.8687949224876582,0.8
16820,2,1.0,0.6131471927654584,0.5
16867,4,0.5,0.24630238874073,0.25
17035,2,1.0,0.6131471927654584,0.5
17055,4,1.0,0.8318724637288826,0.75
17111,2,1.0,1.0,1.0
17207,1,0.038461538461538464,0.0,0.0
17225,7,1.0,0.9083745556952364,0.8571428571428571
17226,1,1.0,1.0,1.0
17227,1,1.0,1.0,1.0
17263,3,1.0,0.7653606369886217,0.6666666666666666
17292,3,1.0,0.7653606369886217,0.6666666666666666
17341,2,1.0,1.0,1.0
17346,1,1.0,1.0,1.0
17422,7,1.0,0.546216915252498,0.42857142857142855
17447,2,1.0,1.0,1.0
17453,2,1.0,1.0,1.0
17487,3,1.0,0.7653606369886217,0.6666666666666666
17496,7,1.0,0.5666867828578932,0.42857142857142855
17542,1,1.0,1.0,1.0
17569,1,1.0,1.0,1.0
17596,4,1.0,0.6366824387328317,0.5
17617,5,1.0,0.5531464700081437,0.4
17630,3,1.0,0.7653606369886217,0.6666666666666666
17646,3,1.0,0.7653606369886217,0.6666666666666666
17692,2,1.0,0.6131471927654584,0.5
17716,7,1.0,0.3932591258696538,0.2857142857142857
17720,4,1.0,0.6366824387328317,0.5
17730,3,1.0,1.0,1.0
17887,6,1.0,0.5842273861585908,0.5
17897,4,1.0,0.6366824387328317,0.5
17942,6,0.125,0.0,0.0
17995,6,1.0,0.5274541611612878,0.5
18053,1,1.0,1.0,1.0
18073,4,1.0,1.0,1.0
18132,1,1.0,1.0,1.0
18138,1,0.3333333333333333,0.0,0.0
18214,1,1.0,1.0,1.0
18299,4,1.0,0.5855700749881525,0.5
18334,3,1.0,0.7653606369886217,0.6666666666666666
18337,6,0.1111111111111111,0.0,0.0
18504,4,0.5,0.24630238874073,0.25
18505,1,0.07142857142857142,0.0,0.0
18544,1,1.0,1.0,1.0
18594,1,1.0,1.0,1.0
18610,3,1.0,0.46927872602275644,0.3333333333333333
18669,1,1.0,1.0,1.0
18671,1,0.05,0.0,0.0
18689,2,1.0,1.0,1.0
18717,1,0.3333333333333333,0.0,0.0
18787,5,1.0,0.3391602052736161,0.2
18804,5,1.0,0.5531464700081437,0.4
18834,1,1.0,1.0,1.0
18926,4,1.0,0.6366824387328317,0.5
18932,5,1.0,0.3391602052736161,0.2
18947,2,1.0,1.0,1.0
19049,4,0.25,0.16812753627111746,0.25
19085,1,1.0,1.0,1.0
19151,2,0.09090909090909091,0.0,0.0
19162,5,1.0,0.3391602052736161,0.2
19170,1,0.5,0.0,0.0
19172,4,1.0,0.3903800499921017,0.25
19228,1,1.0,1.0,1.0
19249,1,1.0,1.0,1.0
19306,1,1.0,1.0,1.0
19322,3,1.0,0.7653606369886217,0.6666666666666666
19333,5,1.0,0.7227265726449519,0.6
19348,4,1.0,0.75369761125927,0.75
19380,4,1.0,1.0,1.0
19410,1,1.0,1.0,1.0
19418,6,1.0,0.4935232796777481,0.3333333333333333
19450,1,1.0,1.0,1.0
19623,3,1.0,1.0,1.0
19682,4,1.0,0.5855700749881525,0.5
19809,1,1.0,1.0,1.0
19844,3,1.0,0.7039180890341347,0.6666666666666666
19849,4,1.0,0.8318724637288826,0.75
19875,2,1.0,1.0,1.0
19914,1,1.0,1.0,1.0
19917,3,1.0,0.7039180890341347,0.6666666666666666
20050,6,1.0,0.8696762340896295,0.8333333333333334
20068,6,1.0,0.4935232796777481,0.3333333333333333
20081,2,0.5,0.38685280723454163,0.5
20113,4,1.0,1.0,1.0
20123,2,1.0,0.6131471927654584,0.5
20155,4,1.0,1.0,1.0
20194,3,1.0,0.46927872602275644,0.3333333333333333
20219,4,1.0,0.6366824387328317,0.5
20285,1,1.0,1.0,1.0
20316,3,1.0,0.7653606369886217,0.6666666666666666
20377,5,1.0,0.7227265726449519,0.6
20388,2,1.0,0.6131471927654584,0.5
20430,6,1.0,0.892210845475489,0.8333333333333334
20437,4,1.0,0.8048099750039491,0.75
20526,2,1.0,1.0,1.0
20535,2,1.0,1.0,1.0
20547,7,1.0,1.0,1.0
20554,7,1.0,0.8936633189697701,0.8571428571428571
20564,6,1.0,0.7526136409516659,0.6666666666666666
20704,3,1.0,0.7653606369886217,0.6666666666666666
20724,5,1.0,0.7227265726449519,0.6
