Issue,K,MRR,NDCG_at_K,P_at_K
20737,3,1.0,1.0,1.0
20742,3,1.0,0.46927872602275644,0.3333333333333333
20797,5,1.0,0.7860137352654724,0.8
20815,3,1.0,1.0,1.0
20831,1,0.5,0.0,0.0
20841,5,1.0,1.0,1.0
20909,2,1.0,0.6131471927654584,0.5
21011,1,1.0,1.0,1.0
21129,7,1.0,0.9083745556952364,0.8571428571428571
21146,2,1.0,0.6131471927654584,0.5
21253,1,1.0,1.0,1.0
