Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
11443,1,1,1,1,1,1.0,1.0,1.0
13471,1,1,1,1,1,1.0,1.0,1.0
13721,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
14015,2,2,1,0,1,0.5,0.5,0.5
14363,1,1,1,1,1,1.0,1.0,1.0
15126,6,6,6,1,1,1.0,1.0,1.0
15323,1,1,1,1,1,1.0,1.0,1.0
15342,2,2,1,0,1,0.5,0.5,0.5
15422,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
15552,4,4,3,0,1,0.75,0.75,0.75
15605,2,2,2,1,1,1.0,1.0,1.0
15620,4,4,3,0,1,0.75,0.75,0.75
15656,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
15666,5,5,3,0,1,0.6,0.6,0.6
15707,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
15721,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
15753,1,1,0,0,0,0.0,0.0,0.0
15754,1,1,1,1,1,1.0,1.0,1.0
15795,2,2,1,0,1,0.5,0.5,0.5
15813,1,1,1,1,1,1.0,1.0,1.0
15855,4,4,3,0,1,0.75,0.75,0.75
15881,4,4,0,0,0,0.0,0.0,0.0
15887,7,7,2,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857
15920,6,6,0,0,0,0.0,0.0,0.0
15969,2,2,1,0,1,0.5,0.5,0.5
15996,2,2,2,1,1,1.0,1.0,1.0
16011,1,1,0,0,0,0.0,0.0,0.0
16041,1,1,1,1,1,1.0,1.0,1.0
16099,1,1,1,1,1,1.0,1.0,1.0
16118,4,4,4,1,1,1.0,1.0,1.0
16180,4,4,2,0,1,0.5,0.5,0.5
16242,2,2,1,0,1,0.5,0.5,0.5
16293,2,2,1,0,1,0.5,0.5,0.5
16306,2,2,1,0,1,0.5,0.5,0.5
16311,1,1,1,1,1,1.0,1.0,1.0
16378,1,1,1,1,1,1.0,1.0,1.0
16411,3,3,3,1,1,1.0,1.0,1.0
16438,1,1,1,1,1,1.0,1.0,1.0
16542,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
16553,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
16563,5,5,1,0,0,0.2,0.2,0.2
16596,2,2,2,1,1,1.0,1.0,1.0
16636,3,3,3,1,1,1.0,1.0,1.0
16667,6,6,3,0,1,0.5,0.5,0.5
16678,2,2,2,1,1,1.0,1.0,1.0
16689,1,1,0,0,0,0.0,0.0,0.0
16695,3,3,0,0,0,0.0,0.0,0.0
16866,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
16874,1,1,1,1,1,1.0,1.0,1.0
16879,2,2,2,1,1,1.0,1.0,1.0
16909,3,3,0,0,0,0.0,0.0,0.0
17196,5,5,4,0,1,0.8,0.8,0.8
17210,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
17212,1,1,1,1,1,1.0,1.0,1.0
17279,1,1,1,1,1,1.0,1.0,1.0
17291,4,4,3,0,1,0.75,0.75,0.75
17359,4,4,3,0,1,0.75,0.75,0.75
17372,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
17392,1,1,1,1,1,1.0,1.0,1.0
17411,3,3,0,0,0,0.0,0.0,0.0
17541,1,1,1,1,1,1.0,1.0,1.0
17550,4,4,2,0,1,0.5,0.5,0.5
17589,5,5,5,1,1,1.0,1.0,1.0
17627,2,2,0,0,0,0.0,0.0,0.0
17713,6,6,0,0,0,0.0,0.0,0.0
17722,1,1,1,1,1,1.0,1.0,1.0
17746,4,4,3,0,1,0.75,0.75,0.75
17776,6,6,6,1,1,1.0,1.0,1.0
17838,5,5,4,0,1,0.8,0.8,0.8
17912,1,1,1,1,1,1.0,1.0,1.0
17957,4,4,3,0,1,0.75,0.75,0.75
17983,7,7,7,1,1,1.0,1.0,1.0
18047,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18153,4,4,2,0,1,0.5,0.5,0.5
18190,1,1,1,1,1,1.0,1.0,1.0
18199,4,4,4,1,1,1.0,1.0,1.0
18280,1,1,1,1,1,1.0,1.0,1.0
18302,3,3,3,1,1,1.0,1.0,1.0
18326,3,3,0,0,0,0.0,0.0,0.0
18395,4,4,4,1,1,1.0,1.0,1.0
18396,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18431,1,1,1,1,1,1.0,1.0,1.0
18479,2,2,2,1,1,1.0,1.0,1.0
18543,1,1,0,0,0,0.0,0.0,0.0
18546,2,2,0,0,0,0.0,0.0,0.0
18612,1,1,1,1,1,1.0,1.0,1.0
18634,6,6,6,1,1,1.0,1.0,1.0
18683,7,7,2,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857
18692,5,5,3,0,1,0.6,0.6,0.6
18746,2,2,1,0,1,0.5,0.5,0.5
18758,5,5,1,0,0,0.2,0.2,0.2
18782,6,6,0,0,0,0.0,0.0,0.0
18795,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
18824,7,7,2,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857
18850,2,2,1,0,1,0.5,0.5,0.5
18922,2,2,2,1,1,1.0,1.0,1.0
18992,7,7,4,0,1,0.5714285714285714,0.5714285714285714,0.5714285714285714
19055,1,1,0,0,0,0.0,0.0,0.0
19104,2,2,1,0,1,0.5,0.5,0.5
19158,1,1,1,1,1,1.0,1.0,1.0
19160,1,1,1,1,1,1.0,1.0,1.0
19171,5,5,0,0,0,0.0,0.0,0.0
19273,5,5,4,0,1,0.8,0.8,0.8
19393,1,1,0,0,0,0.0,0.0,0.0
19423,1,1,1,1,1,1.0,1.0,1.0
19465,2,2,2,1,1,1.0,1.0,1.0
19528,5,5,5,1,1,1.0,1.0,1.0
19569,1,1,0,0,0,0.0,0.0,0.0
19689,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19701,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19710,5,5,2,0,0,0.4,0.4,0.4
19799,5,5,3,0,1,0.6,0.6,0.6
19852,1,1,1,1,1,1.0,1.0,1.0
19870,4,4,3,0,1,0.75,0.75,0.75
19891,4,4,2,0,1,0.5,0.5,0.5
19939,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20005,3,3,3,1,1,1.0,1.0,1.0
20011,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20053,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20134,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20161,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20223,1,1,1,1,1,1.0,1.0,1.0
20267,6,6,3,0,1,0.5,0.5,0.5
20277,6,6,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666
20280,4,4,4,1,1,1.0,1.0,1.0
20298,1,1,1,1,1,1.0,1.0,1.0
20327,5,5,3,0,1,0.6,0.6,0.6
20371,4,4,2,0,1,0.5,0.5,0.5
20419,1,1,1,1,1,1.0,1.0,1.0
20438,4,4,3,0,1,0.75,0.75,0.75
20483,3,3,3,1,1,1.0,1.0,1.0
20571,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20611,4,4,4,1,1,1.0,1.0,1.0
20634,4,4,2,0,1,0.5,0.5,0.5
20669,5,5,4,0,1,0.8,0.8,0.8
20683,2,2,2,1,1,1.0,1.0,1.0
20809,2,2,2,1,1,1.0,1.0,1.0
20826,3,3,3,1,1,1.0,1.0,1.0
20828,2,2,2,1,1,1.0,1.0,1.0
20905,2,2,0,0,0,0.0,0.0,0.0
20941,2,2,2,1,1,1.0,1.0,1.0
20992,1,1,1,1,1,1.0,1.0,1.0
21069,2,2,2,1,1,1.0,1.0,1.0
21125,1,1,1,1,1,1.0,1.0,1.0
21229,1,1,1,1,1,1.0,1.0,1.0
