Issue,K,MRR,NDCG_at_K,P_at_K
12,2,1.0,1.0,1.0
144,5,1.0,0.3391602052736161,0.2
296,1,1.0,1.0,1.0
483,3,1.0,0.7653606369886217,0.6666666666666666
586,1,1.0,1.0,1.0
641,1,1.0,1.0,1.0
789,4,1.0,1.0,1.0
863,1,1.0,1.0,1.0
946,1,1.0,1.0,1.0
1031,1,1.0,1.0,1.0
1086,1,1.0,1.0,1.0
1371,4,1.0,0.8318724637288826,0.75
1381,2,0.011764705882352941,0.0,0.0
1631,5,1.0,0.4703652827859579,0.4
1764,1,0.5,0.0,0.0
1849,4,1.0,1.0,1.0
1950,3,1.0,0.7653606369886217,0.6666666666666666
2025,1,1.0,1.0,1.0
2061,1,1.0,1.0,1.0
2174,2,1.0,0.6131471927654584,0.5
2421,3,1.0,0.7653606369886217,0.6666666666666666
2563,1,0.16666666666666666,0.0,0.0
2809,1,1.0,1.0,1.0
2830,1,0.3333333333333333,0.0,0.0
3103,2,1.0,0.6131471927654584,0.5
3129,1,0.5,0.0,0.0
3303,2,1.0,0.6131471927654584,0.5
3628,1,1.0,1.0,1.0
3751,2,1.0,1.0,1.0
3813,7,1.0,0.8816172070446371,0.8571428571428571
4170,1,1.0,1.0,1.0
4217,2,1.0,1.0,1.0
4376,1,1.0,1.0,1.0
4507,3,1.0,1.0,1.0
4562,1,1.0,1.0,1.0
4682,1,1.0,1.0,1.0
5039,2,1.0,0.6131471927654584,0.5
5041,1,1.0,1.0,1.0
5047,1,0.5,0.0,0.0
5218,2,1.0,1.0,1.0
5369,1,1.0,1.0,1.0
5671,1,1.0,1.0,1.0
5985,3,1.0,1.0,1.0
6184,1,1.0,1.0,1.0
6975,1,1.0,1.0,1.0
7014,3,0.14285714285714285,0.0,0.0
7175,1,1.0,1.0,1.0
7221,6,1.0,1.0,1.0
7222,3,1.0,1.0,1.0
7435,1,1.0,1.0,1.0
7705,2,1.0,0.6131471927654584,0.5
7805,1,1.0,1.0,1.0
7956,2,1.0,1.0,1.0
7993,3,1.0,1.0,1.0
7999,3,1.0,0.7653606369886217,0.6666666666666666
8426,1,1.0,1.0,1.0
8455,1,1.0,1.0,1.0
8693,1,1.0,1.0,1.0
56162,7,1.0,1.0,1.0
82275,6,1.0,1.0,1.0
125841,1,1.0,1.0,1.0
