Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
12,2,2,2,1,1,1.0,1.0,1.0
144,5,5,1,0,0,0.2,0.2,0.2
296,1,1,1,1,1,1.0,1.0,1.0
483,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
586,1,1,1,1,1,1.0,1.0,1.0
641,1,1,1,1,1,1.0,1.0,1.0
789,4,4,4,1,1,1.0,1.0,1.0
863,1,1,1,1,1,1.0,1.0,1.0
946,1,1,1,1,1,1.0,1.0,1.0
1031,1,1,1,1,1,1.0,1.0,1.0
1086,1,1,1,1,1,1.0,1.0,1.0
1371,4,4,3,0,1,0.75,0.75,0.75
1381,2,2,0,0,0,0.0,0.0,0.0
1631,5,5,4,0,1,0.8,0.8,0.8
1764,1,1,0,0,0,0.0,0.0,0.0
1849,4,4,4,1,1,1.0,1.0,1.0
1950,3,3,3,1,1,1.0,1.0,1.0
2025,1,1,1,1,1,1.0,1.0,1.0
2061,1,1,1,1,1,1.0,1.0,1.0
2174,2,2,1,0,1,0.5,0.5,0.5
2421,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
2563,1,1,0,0,0,0.0,0.0,0.0
2809,1,1,1,1,1,1.0,1.0,1.0
2830,1,1,0,0,0,0.0,0.0,0.0
3103,2,2,1,0,1,0.5,0.5,0.5
3129,1,1,0,0,0,0.0,0.0,0.0
3303,2,2,1,0,1,0.5,0.5,0.5
3628,1,1,1,1,1,1.0,1.0,1.0
3751,2,2,2,1,1,1.0,1.0,1.0
3813,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
4170,1,1,1,1,1,1.0,1.0,1.0
4217,2,2,2,1,1,1.0,1.0,1.0
4376,1,1,1,1,1,1.0,1.0,1.0
4507,3,3,3,1,1,1.0,1.0,1.0
4562,1,1,1,1,1,1.0,1.0,1.0
4682,1,1,1,1,1,1.0,1.0,1.0
5039,2,2,1,0,1,0.5,0.5,0.5
5041,1,1,1,1,1,1.0,1.0,1.0
5047,1,1,0,0,0,0.0,0.0,0.0
5218,2,2,2,1,1,1.0,1.0,1.0
5369,1,1,1,1,1,1.0,1.0,1.0
5671,1,1,1,1,1,1.0,1.0,1.0
5985,3,3,3,1,1,1.0,1.0,1.0
6184,1,1,1,1,1,1.0,1.0,1.0
6975,1,1,1,1,1,1.0,1.0,1.0
7014,3,3,0,0,0,0.0,0.0,0.0
7175,1,1,1,1,1,1.0,1.0,1.0
7221,6,6,6,1,1,1.0,1.0,1.0
7222,3,3,3,1,1,1.0,1.0,1.0
7435,1,1,1,1,1,1.0,1.0,1.0
7705,2,2,2,1,1,1.0,1.0,1.0
7805,1,1,1,1,1,1.0,1.0,1.0
7956,2,2,2,1,1,1.0,1.0,1.0
7993,3,3,3,1,1,1.0,1.0,1.0
7999,3,3,3,1,1,1.0,1.0,1.0
8426,1,1,1,1,1,1.0,1.0,1.0
8455,1,1,1,1,1,1.0,1.0,1.0
8693,1,1,1,1,1,1.0,1.0,1.0
56162,7,7,7,1,1,1.0,1.0,1.0
82275,6,6,6,1,1,1.0,1.0,1.0
125841,1,1,1,1,1,1.0,1.0,1.0
