Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
16495,3,3,0,0,0,0.0,0.0,0.0
16515,3,3,3,1,1,1.0,1.0,1.0
16570,6,6,4,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
16585,1,1,0,0,0,0.0,0.0,0.0
16588,2,2,0,0,0,0.0,0.0,0.0
16590,4,4,0,0,0,0.0,0.0,0.0
16595,1,1,0,0,0,0.0,0.0,0.0
16652,1,1,1,1,1,1.0,1.0,1.0
16655,2,2,1,0,1,0.5,0.5,0.5
16724,5,5,4,0,1,0.8,0.8,0.8
16767,5,5,3,0,1,0.6,0.6,0.6
16800,7,7,1,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285
16817,1,1,1,1,1,1.0,1.0,1.0
16843,2,2,1,0,1,0.5,0.5,0.5
16865,4,4,3,0,1,0.75,0.75,0.75
16944,5,5,1,0,0,0.2,0.2,0.2
16980,3,3,3,1,1,1.0,1.0,1.0
16990,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
17054,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
17072,5,5,5,1,1,1.0,1.0,1.0
17077,1,1,1,1,1,1.0,1.0,1.0
17128,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
17180,2,2,2,1,1,1.0,1.0,1.0
17194,1,1,1,1,1,1.0,1.0,1.0
17208,1,1,1,1,1,1.0,1.0,1.0
17260,6,6,6,1,1,1.0,1.0,1.0
17305,2,2,1,0,1,0.5,0.5,0.5
17328,1,1,1,1,1,1.0,1.0,1.0
17352,1,1,1,1,1,1.0,1.0,1.0
17400,4,4,4,1,1,1.0,1.0,1.0
17425,6,6,3,0,1,0.5,0.5,0.5
17533,1,1,1,1,1,1.0,1.0,1.0
17547,4,4,3,0,1,0.75,0.75,0.75
17582,1,1,1,1,1,1.0,1.0,1.0
17654,1,1,1,1,1,1.0,1.0,1.0
17679,2,2,1,0,1,0.5,0.5,0.5
17749,4,4,2,0,1,0.5,0.5,0.5
17770,4,4,1,0,0,0.25,0.25,0.25
17789,5,5,1,0,0,0.2,0.2,0.2
17883,4,4,3,0,1,0.75,0.75,0.75
17899,4,4,0,0,0,0.0,0.0,0.0
17920,7,7,3,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
18008,2,2,1,0,1,0.5,0.5,0.5
18062,2,2,2,1,1,1.0,1.0,1.0
18140,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18155,4,4,1,0,0,0.25,0.25,0.25
18189,1,1,1,1,1,1.0,1.0,1.0
18244,3,3,3,1,1,1.0,1.0,1.0
18267,3,3,3,1,1,1.0,1.0,1.0
18278,1,1,1,1,1,1.0,1.0,1.0
18288,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
18327,7,7,5,0,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
18366,3,3,3,1,1,1.0,1.0,1.0
18409,1,1,1,1,1,1.0,1.0,1.0
18421,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
18516,1,1,1,1,1,1.0,1.0,1.0
18597,4,4,4,1,1,1.0,1.0,1.0
18613,5,5,2,0,0,0.4,0.4,0.4
18626,2,2,2,1,1,1.0,1.0,1.0
18659,6,6,6,1,1,1.0,1.0,1.0
18725,4,4,2,0,1,0.5,0.5,0.5
18835,5,5,1,0,0,0.2,0.2,0.2
18883,4,4,4,1,1,1.0,1.0,1.0
18952,6,6,3,0,1,0.5,0.5,0.5
19029,2,2,2,1,1,1.0,1.0,1.0
19032,1,1,1,1,1,1.0,1.0,1.0
19058,5,5,4,0,1,0.8,0.8,0.8
19069,1,1,1,1,1,1.0,1.0,1.0
19114,6,6,3,0,1,0.5,0.5,0.5
19145,1,1,1,1,1,1.0,1.0,1.0
19152,2,2,1,0,1,0.5,0.5,0.5
19153,1,1,1,1,1,1.0,1.0,1.0
19156,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
19174,2,2,1,0,1,0.5,0.5,0.5
19292,1,1,1,1,1,1.0,1.0,1.0
19314,7,7,4,0,1,0.5714285714285714,0.5714285714285714,0.5714285714285714
19334,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
19356,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
19417,5,5,2,0,0,0.4,0.4,0.4
19438,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19440,1,1,1,1,1,1.0,1.0,1.0
19482,2,2,2,1,1,1.0,1.0,1.0
19521,1,1,1,1,1,1.0,1.0,1.0
19612,1,1,1,1,1,1.0,1.0,1.0
19641,1,1,1,1,1,1.0,1.0,1.0
19697,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19713,4,4,0,0,0,0.0,0.0,0.0
19717,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
19793,2,2,1,0,1,0.5,0.5,0.5
19879,7,7,3,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855
19912,5,5,5,1,1,1.0,1.0,1.0
19947,2,2,2,1,1,1.0,1.0,1.0
19956,1,1,1,1,1,1.0,1.0,1.0
20103,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
20173,2,2,1,0,1,0.5,0.5,0.5
20181,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
20244,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
20322,1,1,1,1,1,1.0,1.0,1.0
20349,4,4,3,0,1,0.75,0.75,0.75
20389,2,2,1,0,1,0.5,0.5,0.5
20603,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20653,4,4,3,0,1,0.75,0.75,0.75
20671,4,4,3,0,1,0.75,0.75,0.75
20751,1,1,0,0,0,0.0,0.0,0.0
20769,7,7,6,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
20856,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
20937,5,5,4,0,1,0.8,0.8,0.8
21035,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
21194,1,1,1,1,1,1.0,1.0,1.0
21244,2,2,2,1,1,1.0,1.0,1.0
21258,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
21269,1,1,1,1,1,1.0,1.0,1.0
21311,2,2,2,1,1,1.0,1.0,1.0
