issue_id,K,n_candidates,known_k_f1,abs_mm_f1,rel_f1,mrr,ndcg_at_k,p_at_k
22701,4,100,0.0,13.333333333333336,12.5,4.0,0.0,0.0
23063,1,152,0.0,6.89655172413793,6.0606060606060606,4.0,0.0,0.0
24163,2,277,50.0,6.0606060606060606,5.714285714285714,100.0,61.31471927654584,50.0
24789,1,362,0.0,2.6666666666666665,2.857142857142857,1.4492753623188406,0.0,0.0
25252,1,419,100.0,7.999999999999999,7.6923076923076925,100.0,100.0,100.0
25676,2,453,0.0,2.150537634408602,2.1164021164021163,0.9009009009009009,0.0,0.0
26850,1,532,0.0,2.197802197802198,2.4096385542168677,1.2345679012345678,0.0,0.0
27292,1,614,0.0,2.898550724637681,2.777777777777778,25.0,0.0,0.0
27470,1,643,0.0,1.8348623853211006,2.083333333333333,1.0869565217391304,0.0,0.0
27488,7,651,0.0,4.026845637583892,3.921568627450981,1.282051282051282,0.0,0.0
27533,1,654,0.0,3.7037037037037033,3.7037037037037033,11.11111111111111,0.0,0.0
27558,3,657,33.33333333333333,3.0303030303030303,3.076923076923077,100.0,46.92787260227564,33.33333333333333
27622,6,649,0.0,5.333333333333333,5.333333333333333,1.6129032258064515,0.0,0.0
27801,2,656,50.0,3.571428571428571,3.571428571428571,50.0,38.68528072345416,50.0
27906,6,659,33.33333333333333,15.384615384615385,15.151515151515152,25.0,23.811292043488155,33.33333333333333
27926,2,657,0.0,3.125,3.4482758620689653,11.11111111111111,0.0,0.0
28047,1,664,0.0,0.8583690987124462,0.7936507936507936,0.43668122270742354,0.0,0.0
28142,1,663,0.0,0.78125,0.7575757575757576,0.4273504273504274,0.0,0.0
28214,3,661,0.0,8.695652173913045,8.695652173913045,9.090909090909092,0.0,0.0
28227,6,662,0.0,7.874015748031496,8.849557522123892,3.125,0.0,0.0
28256,1,663,0.0,0.78125,0.7874015748031495,0.4098360655737705,0.0,0.0
28709,1,642,0.0,6.666666666666667,6.666666666666667,5.88235294117647,0.0,0.0
28757,5,636,0.0,2.2813688212927756,2.358490566037736,1.2658227848101267,0.0,0.0
29118,2,632,50.0,7.4074074074074066,7.4074074074074066,100.0,61.31471927654584,50.0
29147,1,633,0.0,2.5,2.5,16.666666666666664,0.0,0.0
29168,2,633,100.0,8.16326530612245,8.16326530612245,100.0,100.0,100.0
29215,1,631,0.0,3.9215686274509802,3.8461538461538463,5.555555555555555,0.0,0.0
29218,7,631,14.285714285714285,7.0588235294117645,7.4074074074074066,33.33333333333333,13.743816645714544,14.285714285714285
29489,1,606,0.0,0.3891050583657587,0.35398230088495575,0.1976284584980237,0.0,0.0
29515,2,613,0.0,1.1049723756906076,1.111111111111111,0.5649717514124294,0.0,0.0
29558,1,608,100.0,3.508771929824561,3.4482758620689653,100.0,100.0,100.0
29749,1,625,0.0,5.0,4.761904761904762,2.941176470588235,0.0,0.0
29895,2,625,0.0,3.7735849056603774,3.7735849056603774,20.0,0.0,0.0
29966,1,646,0.0,4.347826086956522,4.347826086956522,20.0,0.0,0.0
30304,1,672,100.0,4.761904761904762,4.761904761904762,100.0,100.0,100.0
30437,3,675,0.0,3.1746031746031744,3.2085561497326207,11.11111111111111,0.0,0.0
30507,1,670,0.0,3.1746031746031744,2.898550724637681,1.639344262295082,0.0,0.0
30512,1,670,0.0,0.5882352941176471,0.5333333333333333,0.30120481927710846,0.0,0.0
30528,1,670,0.0,2.0618556701030926,1.7391304347826086,1.098901098901099,0.0,0.0
30534,1,670,0.0,4.651162790697675,4.545454545454545,50.0,0.0,0.0
31218,4,731,0.0,2.5396825396825395,2.5396825396825395,0.7633587786259541,0.0,0.0
31338,2,741,0.0,1.639344262295082,1.5037593984962405,0.8695652173913043,0.0,0.0
31357,1,747,0.0,0.6535947712418301,0.6578947368421053,0.33783783783783783,0.0,0.0
31375,5,747,20.000000000000004,6.25,6.25,50.0,21.398626473452754,20.0
31390,1,746,100.0,4.545454545454545,4.347826086956522,100.0,100.0,100.0
31606,3,743,33.33333333333333,10.256410256410255,10.0,100.0,46.92787260227564,33.33333333333333
31622,4,746,25.0,5.405405405405405,5.263157894736842,100.0,39.038004999210166,25.0
31624,2,746,50.0,7.6923076923076925,7.6923076923076925,100.0,61.31471927654584,50.0
31628,4,747,25.0,5.0,4.705882352941177,50.0,24.630238874072997,25.0
31640,3,744,33.33333333333333,7.272727272727273,7.142857142857142,100.0,46.92787260227564,33.33333333333333
31674,4,737,25.0,7.594936708860758,9.23076923076923,50.0,24.630238874072997,25.0
31705,1,739,0.0,2.150537634408602,2.4096385542168677,1.282051282051282,0.0,0.0
31719,4,737,25.0,6.557377049180328,6.557377049180328,25.0,16.812753627111746,25.0
31839,1,727,0.0,0.5813953488372092,0.5698005698005697,0.3246753246753247,0.0,0.0
31854,6,724,16.666666666666664,25.0,23.52941176470588,16.666666666666664,10.778915452451093,16.666666666666664
31901,3,720,0.0,3.3333333333333335,3.125,10.0,0.0,0.0
31968,2,716,0.0,1.0282776349614398,1.0126582278481016,0.3508771929824561,0.0,0.0
31970,1,716,0.0,0.6024096385542168,0.6024096385542168,0.3048780487804878,0.0,0.0
31992,2,715,0.0,2.580645161290323,2.797202797202797,1.098901098901099,0.0,0.0
32004,3,713,0.0,2.4390243902439024,2.73972602739726,1.4285714285714286,0.0,0.0
32005,3,713,0.0,4.10958904109589,4.597701149425287,2.2222222222222223,0.0,0.0
32035,1,711,100.0,10.526315789473683,10.0,100.0,100.0,100.0
32130,5,702,20.000000000000004,8.16326530612245,8.16326530612245,100.0,33.91602052736161,20.0
32161,2,692,0.0,3.0303030303030303,2.857142857142857,2.4390243902439024,0.0,0.0
32195,5,688,0.0,5.128205128205128,5.0,5.88235294117647,0.0,0.0
32199,2,686,50.0,3.448275862068965,3.3333333333333335,100.0,61.31471927654584,50.0
32207,1,686,0.0,0.5571030640668524,0.5464480874316939,0.2915451895043732,0.0,0.0
32483,1,714,100.0,6.451612903225806,6.25,100.0,100.0,100.0
32498,2,717,0.0,4.545454545454545,4.081632653061225,3.571428571428571,0.0,0.0
32531,7,727,14.285714285714285,15.094339622641511,14.035087719298248,50.0,17.342765698823946,14.285714285714285
