Issue,K,MRR,NDCG_at_K,P_at_K
32,1,0.3333333333333333,0.0,0.0
58,1,1.0,1.0,1.0
77,2,1.0,1.0,1.0
178,1,1.0,1.0,1.0
182,3,1.0,1.0,1.0
212,2,1.0,0.6131471927654584,0.5
260,1,1.0,1.0,1.0
305,1,1.0,1.0,1.0
397,1,1.0,1.0,1.0
409,2,1.0,1.0,1.0
410,1,1.0,1.0,1.0
575,2,0.05555555555555555,0.0,0.0
765,4,1.0,1.0,1.0
809,1,1.0,1.0,1.0
831,1,1.0,1.0,1.0
865,3,1.0,0.7653606369886217,0.6666666666666666
1088,6,1.0,0.6920165406831017,0.6666666666666666
1220,4,1.0,0.8318724637288826,0.75
1511,3,1.0,1.0,1.0
1593,3,1.0,0.7653606369886217,0.6666666666666666
1596,2,0.5,0.38685280723454163,0.5
1666,1,1.0,1.0,1.0
1775,3,1.0,1.0,1.0
2482,3,1.0,1.0,1.0
2587,2,1.0,1.0,1.0
2590,5,1.0,0.8687949224876582,0.8
2962,2,0.25,0.0,0.0
3167,1,1.0,1.0,1.0
3285,1,1.0,1.0,1.0
3303,4,1.0,0.3903800499921017,0.25
3363,3,1.0,1.0,1.0
3372,5,1.0,0.3391602052736161,0.2
3629,2,1.0,0.6131471927654584,0.5
3634,1,1.0,1.0,1.0
3762,1,1.0,1.0,1.0
4116,4,1.0,0.8318724637288826,0.75
4613,1,1.0,1.0,1.0
4686,5,1.0,1.0,1.0
4794,3,1.0,1.0,1.0
4876,3,1.0,1.0,1.0
5002,2,1.0,0.6131471927654584,0.5
5321,1,1.0,1.0,1.0
5468,7,1.0,0.7041249493150387,0.5714285714285714
5974,1,1.0,1.0,1.0
5990,1,1.0,1.0,1.0
6375,2,1.0,0.6131471927654584,0.5
6430,7,1.0,0.7899917627398735,0.7142857142857143
6675,1,1.0,1.0,1.0
6679,1,0.5,0.0,0.0
6888,1,1.0,1.0,1.0
7023,1,1.0,1.0,1.0
7100,5,1.0,0.8687949224876582,0.8
7122,1,1.0,1.0,1.0
7292,5,1.0,0.8687949224876582,0.8
7371,1,0.3333333333333333,0.0,0.0
7377,7,1.0,1.0,1.0
7386,2,1.0,1.0,1.0
7530,1,0.14285714285714285,0.0,0.0
7663,2,1.0,1.0,1.0
7721,1,1.0,1.0,1.0
8390,2,1.0,1.0,1.0
8485,1,1.0,1.0,1.0
8665,1,1.0,1.0,1.0
8855,1,1.0,1.0,1.0
9025,2,1.0,1.0,1.0
9078,6,1.0,0.4935232796777481,0.3333333333333333
9081,4,1.0,1.0,1.0
9127,4,1.0,1.0,1.0
9207,3,1.0,0.7653606369886217,0.6666666666666666
9290,2,1.0,0.6131471927654584,0.5
9462,5,1.0,1.0,1.0
9527,1,1.0,1.0,1.0
9712,1,0.5,0.0,0.0
9723,1,1.0,1.0,1.0
10022,1,1.0,1.0,1.0
10058,1,1.0,1.0,1.0
10213,3,1.0,1.0,1.0
10220,5,1.0,0.8539316501572937,0.8
10247,1,1.0,1.0,1.0
10356,2,1.0,1.0,1.0
10534,1,1.0,1.0,1.0
10591,1,1.0,1.0,1.0
10747,6,1.0,0.8829374068620365,0.8333333333333334
10975,1,1.0,1.0,1.0
11134,1,1.0,1.0,1.0
11147,2,1.0,1.0,1.0
11178,5,1.0,0.7227265726449519,0.6
11648,6,1.0,0.4935232796777481,0.3333333333333333
12273,2,0.25,0.0,0.0
12772,1,0.01098901098901099,0.0,0.0
12874,2,1.0,1.0,1.0
13155,3,1.0,0.7653606369886217,0.6666666666666666
13178,1,0.5,0.0,0.0
13180,6,1.0,0.30260241349881345,0.16666666666666666
13393,2,1.0,1.0,1.0
13444,2,1.0,1.0,1.0
13538,1,1.0,1.0,1.0
13813,1,1.0,1.0,1.0
13873,4,0.017543859649122806,0.0,0.0
14157,4,1.0,0.8048099750039491,0.75
14309,1,1.0,1.0,1.0
14337,1,1.0,1.0,1.0
15080,7,1.0,0.49959580689988364,0.42857142857142855
15456,6,1.0,0.892210845475489,0.8333333333333334
15542,1,1.0,1.0,1.0
15724,1,1.0,1.0,1.0
15728,1,1.0,1.0,1.0
15731,1,1.0,1.0,1.0
