Issue,K,MRR,NDCG_at_K,P_at_K
659,1,1.0,1.0,1.0
2304,2,1.0,1.0,1.0
3360,6,1.0,1.0,1.0
3542,1,1.0,1.0,1.0
4527,1,1.0,1.0,1.0
4876,1,0.3333333333333333,0.0,0.0
6603,3,1.0,1.0,1.0
7293,2,1.0,1.0,1.0
9034,5,1.0,0.6992148198508501,0.6
9146,4,1.0,0.5585075862632192,0.5
9166,1,0.045454545454545456,0.0,0.0
9175,3,1.0,0.7653606369886217,0.6666666666666666
9314,4,0.25,0.16812753627111746,0.25
9405,3,0.3333333333333333,0.23463936301137822,0.3333333333333333
9856,1,1.0,1.0,1.0
10414,2,1.0,1.0,1.0
10972,4,0.2,0.0,0.0
11141,2,1.0,0.6131471927654584,0.5
11737,1,1.0,1.0,1.0
12353,1,1.0,1.0,1.0
12470,2,1.0,1.0,1.0
12623,7,1.0,0.7041249493150387,0.5714285714285714
12778,1,1.0,1.0,1.0
12787,4,0.025,0.0,0.0
12935,1,1.0,1.0,1.0
13027,1,1.0,1.0,1.0
13232,1,1.0,1.0,1.0
13740,1,1.0,1.0,1.0
13847,2,1.0,1.0,1.0
13862,1,1.0,1.0,1.0
14026,5,1.0,0.7227265726449519,0.6
14037,1,1.0,1.0,1.0
14117,1,1.0,1.0,1.0
14199,2,1.0,0.6131471927654584,0.5
14233,7,1.0,0.6645997082078611,0.5714285714285714
14506,2,1.0,1.0,1.0
15123,1,1.0,1.0,1.0
15204,1,1.0,1.0,1.0
15437,1,0.5,0.0,0.0
15592,5,1.0,0.3391602052736161,0.2
15916,7,1.0,1.0,1.0
16624,2,0.5,0.38685280723454163,0.5
16629,1,1.0,1.0,1.0
16785,3,0.5,0.2960819109658652,0.3333333333333333
17058,6,0.5,0.4157726138414091,0.5
17104,3,1.0,0.46927872602275644,0.3333333333333333
17244,1,0.25,0.0,0.0
17275,2,1.0,0.6131471927654584,0.5
17295,1,1.0,1.0,1.0
17457,1,1.0,1.0,1.0
17529,1,1.0,1.0,1.0
17545,3,1.0,0.7653606369886217,0.6666666666666666
17638,1,1.0,1.0,1.0
17989,2,1.0,0.6131471927654584,0.5
17992,1,1.0,1.0,1.0
18322,3,1.0,1.0,1.0
18353,1,1.0,1.0,1.0
18561,3,1.0,1.0,1.0
18567,1,1.0,1.0,1.0
18637,1,1.0,1.0,1.0
18695,4,1.0,1.0,1.0
18788,1,1.0,1.0,1.0
18809,3,1.0,0.7653606369886217,0.6666666666666666
18843,2,1.0,1.0,1.0
18927,2,1.0,0.6131471927654584,0.5
18933,4,1.0,0.6366824387328317,0.5
18934,2,0.5,0.38685280723454163,0.5
18986,1,1.0,1.0,1.0
19026,1,0.25,0.0,0.0
19286,1,0.5,0.0,0.0
19338,1,1.0,1.0,1.0
19544,1,1.0,1.0,1.0
20494,4,1.0,1.0,1.0
