Issue,K,MRR,NDCG_at_K,P_at_K
3,3,1.0,0.46927872602275644,0.3333333333333333
153,1,1.0,1.0,1.0
163,1,1.0,1.0,1.0
218,3,1.0,0.7653606369886217,0.6666666666666666
222,1,1.0,1.0,1.0
253,1,1.0,1.0,1.0
393,1,1.0,1.0,1.0
523,4,1.0,0.6366824387328317,0.5
556,1,1.0,1.0,1.0
884,7,0.2,0.2958750506849612,0.42857142857142855
968,1,0.2,0.0,0.0
1225,2,1.0,1.0,1.0
1267,1,1.0,1.0,1.0
1297,1,0.125,0.0,0.0
1342,3,1.0,1.0,1.0
1653,2,0.14285714285714285,0.0,0.0
2055,2,1.0,1.0,1.0
2184,1,1.0,1.0,1.0
2348,1,0.03333333333333333,0.0,0.0
2426,3,1.0,0.7653606369886217,0.6666666666666666
2736,1,1.0,1.0,1.0
2817,1,1.0,1.0,1.0
3051,1,1.0,1.0,1.0
3242,2,1.0,1.0,1.0
3312,2,0.5,0.38685280723454163,0.5
3506,1,1.0,1.0,1.0
3598,1,1.0,1.0,1.0
3743,1,1.0,1.0,1.0
3883,2,0.3333333333333333,0.0,0.0
4017,1,1.0,1.0,1.0
4152,1,1.0,1.0,1.0
4348,1,1.0,1.0,1.0
4472,1,1.0,1.0,1.0
4520,1,1.0,1.0,1.0
4784,1,1.0,1.0,1.0
4840,1,1.0,1.0,1.0
4965,2,1.0,0.6131471927654584,0.5
5229,4,1.0,1.0,1.0
5241,1,1.0,1.0,1.0
5504,3,1.0,1.0,1.0
5677,1,1.0,1.0,1.0
5925,1,1.0,1.0,1.0
6168,2,1.0,0.6131471927654584,0.5
6417,1,1.0,1.0,1.0
6477,2,0.5,0.38685280723454163,0.5
6734,5,1.0,1.0,1.0
6849,1,1.0,1.0,1.0
6900,1,0.5,0.0,0.0
7857,3,1.0,1.0,1.0
7884,3,0.5,0.5307212739772434,0.6666666666666666
8282,3,1.0,1.0,1.0
8685,2,1.0,0.6131471927654584,0.5
63610,6,1.0,0.8829374068620365,0.8333333333333334
63874,1,1.0,1.0,1.0
131337,3,1.0,1.0,1.0
