Issue,K,MRR,NDCG_at_K,P_at_K
11,1,1.0,1.0,1.0
431,1,1.0,1.0,1.0
544,1,1.0,1.0,1.0
723,1,1.0,1.0,1.0
2260,1,1.0,1.0,1.0
6631,3,1.0,1.0,1.0
7455,2,1.0,1.0,1.0
8348,1,1.0,1.0,1.0
8866,1,1.0,1.0,1.0
9211,2,1.0,0.6131471927654584,0.5
9690,3,1.0,1.0,1.0
10203,1,0.25,0.0,0.0
10314,2,1.0,1.0,1.0
10838,4,1.0,0.3903800499921017,0.25
10858,4,1.0,0.6366824387328317,0.5
10866,2,1.0,0.6131471927654584,0.5
10897,2,1.0,0.6131471927654584,0.5
10920,1,0.5,0.0,0.0
10977,1,1.0,1.0,1.0
11563,2,1.0,0.6131471927654584,0.5
11601,1,1.0,1.0,1.0
11686,4,0.3333333333333333,0.19519002499605084,0.25
11693,1,1.0,1.0,1.0
11809,1,0.3333333333333333,0.0,0.0
12087,1,1.0,1.0,1.0
12404,6,1.0,0.561692774772731,0.5
12682,5,0.1111111111111111,0.0,0.0
12783,4,1.0,0.8318724637288826,0.75
12892,2,1.0,1.0,1.0
12939,1,1.0,1.0,1.0
12949,1,1.0,1.0,1.0
13013,1,1.0,1.0,1.0
13021,2,0.16666666666666666,0.0,0.0
13044,1,1.0,1.0,1.0
13061,3,0.5,0.2960819109658652,0.3333333333333333
13141,6,1.0,0.7751482523375255,0.6666666666666666
13238,1,1.0,1.0,1.0
13263,1,0.058823529411764705,0.0,0.0
13548,7,1.0,0.8020378746650065,0.7142857142857143
13839,3,1.0,1.0,1.0
13998,3,1.0,0.7039180890341347,0.6666666666666666
14189,1,0.5,0.0,0.0
14236,1,1.0,1.0,1.0
14938,4,1.0,0.3903800499921017,0.25
14993,1,1.0,1.0,1.0
15705,3,1.0,0.7653606369886217,0.6666666666666666
15716,5,1.0,0.4703652827859579,0.4
16143,5,1.0,0.830419897363192,0.8
16252,1,1.0,1.0,1.0
16349,4,0.07692307692307693,0.0,0.0
16495,1,1.0,1.0,1.0
16616,2,0.25,0.0,0.0
16647,3,0.5,0.2960819109658652,0.3333333333333333
17164,5,1.0,0.8539316501572937,0.8
17352,2,1.0,1.0,1.0
17834,1,1.0,1.0,1.0
17914,3,1.0,1.0,1.0
18005,1,1.0,1.0,1.0
18099,1,1.0,1.0,1.0
18170,1,0.08333333333333333,0.0,0.0
18373,2,0.5,0.38685280723454163,0.5
18382,1,1.0,1.0,1.0
18491,4,1.0,1.0,1.0
18596,1,1.0,1.0,1.0
18913,2,0.3333333333333333,0.0,0.0
18936,3,0.14285714285714285,0.0,0.0
19197,1,1.0,1.0,1.0
19463,3,0.16666666666666666,0.0,0.0
19502,2,1.0,0.6131471927654584,0.5
19524,1,1.0,1.0,1.0
19586,7,1.0,0.616564105751634,0.5714285714285714
19929,7,1.0,0.7041249493150387,0.5714285714285714
20119,1,1.0,1.0,1.0
20172,1,1.0,1.0,1.0
20942,1,0.25,0.0,0.0
20963,2,1.0,1.0,1.0
