Issue,K,MRR,NDCG_at_K,P_at_K
38,2,1.0,1.0,1.0
104,1,0.5,0.0,0.0
113,3,1.0,0.46927872602275644,0.3333333333333333
125,2,1.0,0.6131471927654584,0.5
126,3,1.0,0.7653606369886217,0.6666666666666666
162,1,1.0,1.0,1.0
261,1,1.0,1.0,1.0
316,1,1.0,1.0,1.0
482,3,1.0,1.0,1.0
505,7,1.0,1.0,1.0
636,1,1.0,1.0,1.0
658,4,0.16666666666666666,0.0,0.0
1019,5,1.0,0.48522855511632257,0.4
1054,4,0.25,0.16812753627111746,0.25
1176,4,1.0,0.8048099750039491,0.75
1198,1,1.0,1.0,1.0
1269,1,1.0,1.0,1.0
1324,2,1.0,1.0,1.0
1345,3,1.0,0.7653606369886217,0.6666666666666666
1410,1,1.0,1.0,1.0
1630,2,1.0,1.0,1.0
2318,1,1.0,1.0,1.0
2475,1,0.5,0.0,0.0
2837,1,1.0,1.0,1.0
2880,1,1.0,1.0,1.0
3041,1,1.0,1.0,1.0
3108,1,1.0,1.0,1.0
3272,1,0.25,0.0,0.0
3405,3,1.0,1.0,1.0
3453,1,1.0,1.0,1.0
3582,2,1.0,0.6131471927654584,0.5
3662,3,1.0,1.0,1.0
3678,2,1.0,1.0,1.0
3699,2,1.0,1.0,1.0
4026,1,1.0,1.0,1.0
4615,5,1.0,1.0,1.0
4864,5,1.0,1.0,1.0
5634,1,1.0,1.0,1.0
5646,2,1.0,1.0,1.0
5652,7,0.5,0.3108658234453849,0.2857142857142857
5791,1,1.0,1.0,1.0
5886,6,1.0,0.892210845475489,0.8333333333333334
6516,6,1.0,1.0,1.0
6911,3,1.0,1.0,1.0
6988,1,1.0,1.0,1.0
7437,2,0.5,0.38685280723454163,0.5
7533,4,0.5,0.6096199500078984,0.75
7624,3,1.0,1.0,1.0
7635,1,0.03571428571428571,0.0,0.0
7678,4,1.0,0.3903800499921017,0.25
7682,4,1.0,1.0,1.0
7736,1,1.0,1.0,1.0
7915,1,1.0,1.0,1.0
7971,1,1.0,1.0,1.0
7977,2,1.0,0.6131471927654584,0.5
8090,1,1.0,1.0,1.0
8102,1,1.0,1.0,1.0
8201,2,0.5,0.38685280723454163,0.5
8247,2,0.5,0.38685280723454163,0.5
8696,6,1.0,0.4539036202482202,0.3333333333333333
8764,1,1.0,1.0,1.0
8829,1,1.0,1.0,1.0
9083,5,0.2,0.13120507751234178,0.2
9088,5,1.0,1.0,1.0
9182,1,1.0,1.0,1.0
9522,1,1.0,1.0,1.0
9555,1,1.0,1.0,1.0
10060,1,1.0,1.0,1.0
10122,2,1.0,1.0,1.0
10258,5,1.0,1.0,1.0
10279,3,0.14285714285714285,0.0,0.0
10340,1,0.14285714285714285,0.0,0.0
10685,1,1.0,1.0,1.0
10854,1,1.0,1.0,1.0
10993,1,1.0,1.0,1.0
11176,6,1.0,0.4935232796777481,0.3333333333333333
11341,5,1.0,0.3391602052736161,0.2
11527,7,1.0,0.27487633291429087,0.14285714285714285
11664,2,1.0,1.0,1.0
11768,2,1.0,1.0,1.0
11945,1,1.0,1.0,1.0
12009,1,0.017857142857142856,0.0,0.0
12076,1,1.0,1.0,1.0
12113,5,1.0,0.8687949224876582,0.8
12265,1,1.0,1.0,1.0
12373,1,1.0,1.0,1.0
12502,2,1.0,1.0,1.0
12910,1,0.5,0.0,0.0
13076,2,1.0,0.6131471927654584,0.5
13156,1,0.3333333333333333,0.0,0.0
13294,4,1.0,1.0,1.0
13442,7,1.0,0.8020378746650065,0.7142857142857143
13630,1,1.0,1.0,1.0
13732,5,1.0,1.0,1.0
13733,2,1.0,1.0,1.0
13869,4,1.0,0.3903800499921017,0.25
14109,1,1.0,1.0,1.0
14124,6,1.0,0.7526136409516659,0.6666666666666666
14175,3,1.0,0.7653606369886217,0.6666666666666666
14219,2,1.0,1.0,1.0
14275,1,0.25,0.0,0.0
14950,1,0.5,0.0,0.0
14983,3,1.0,1.0,1.0
15009,3,1.0,1.0,1.0
15050,6,1.0,0.8829374068620365,0.8333333333333334
15098,1,1.0,1.0,1.0
15225,2,1.0,1.0,1.0
15294,2,1.0,1.0,1.0
15708,1,1.0,1.0,1.0
