Issue,K,Predicted,Inter,AllCorrect,HalfCorrect,Precision,Recall,F1
31929,2,2,1,0,1,0.5,0.5,0.5
31968,2,2,0,0,0,0.0,0.0,0.0
32003,1,1,1,1,1,1.0,1.0,1.0
32032,2,2,2,1,1,1.0,1.0,1.0
32056,1,1,0,0,0,0.0,0.0,0.0
32085,3,3,3,1,1,1.0,1.0,1.0
32115,7,7,5,0,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
32137,1,1,0,0,0,0.0,0.0,0.0
32199,2,2,2,1,1,1.0,1.0,1.0
32222,5,5,0,0,0,0.0,0.0,0.0
32251,1,1,1,1,1,1.0,1.0,1.0
32324,1,1,0,0,0,0.0,0.0,0.0
32462,5,5,5,1,1,1.0,1.0,1.0
32794,2,2,0,0,0,0.0,0.0,0.0
32838,3,3,3,1,1,1.0,1.0,1.0
32840,4,4,0,0,0,0.0,0.0,0.0
32931,3,3,0,0,0,0.0,0.0,0.0
32998,6,6,6,1,1,1.0,1.0,1.0
33003,2,2,1,0,1,0.5,0.5,0.5
33074,1,1,0,0,0,0.0,0.0,0.0
33201,5,5,3,0,1,0.6,0.6,0.6
33226,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
33344,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
33442,1,1,1,1,1,1.0,1.0,1.0
33450,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
33639,4,4,2,0,1,0.5,0.5,0.5
33723,1,1,0,0,0,0.0,0.0,0.0
33854,1,1,0,0,0,0.0,0.0,0.0
33903,1,1,1,1,1,1.0,1.0,1.0
34047,2,2,2,1,1,1.0,1.0,1.0
34207,2,2,0,0,0,0.0,0.0,0.0
34350,1,1,1,1,1,1.0,1.0,1.0
34470,5,5,5,1,1,1.0,1.0,1.0
34554,1,1,0,0,0,0.0,0.0,0.0
34594,5,5,3,0,1,0.6,0.6,0.6
34646,2,2,2,1,1,1.0,1.0,1.0
34792,2,2,1,0,1,0.5,0.5,0.5
34829,4,4,3,0,1,0.75,0.75,0.75
34950,3,3,2,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
34968,4,4,4,1,1,1.0,1.0,1.0
34989,1,1,0,0,0,0.0,0.0,0.0
35034,2,2,2,1,1,1.0,1.0,1.0
35082,1,1,1,1,1,1.0,1.0,1.0
35122,4,4,3,0,1,0.75,0.75,0.75
35190,1,1,1,1,1,1.0,1.0,1.0
35198,4,4,0,0,0,0.0,0.0,0.0
35432,3,3,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
35434,6,6,6,1,1,1.0,1.0,1.0
35514,3,3,0,0,0,0.0,0.0,0.0
35563,7,7,7,1,1,1.0,1.0,1.0
35627,5,5,1,0,0,0.2,0.2,0.2
35813,4,4,4,1,1,1.0,1.0,1.0
35858,1,1,1,1,1,1.0,1.0,1.0
36086,2,2,0,0,0,0.0,0.0,0.0
36196,1,1,1,1,1,1.0,1.0,1.0
36222,3,3,0,0,0,0.0,0.0,0.0
36482,1,1,0,0,0,0.0,0.0,0.0
36778,1,1,1,1,1,1.0,1.0,1.0
36871,1,1,1,1,1,1.0,1.0,1.0
37015,1,1,1,1,1,1.0,1.0,1.0
37093,4,4,4,1,1,1.0,1.0,1.0
37115,2,2,0,0,0,0.0,0.0,0.0
37213,5,5,5,1,1,1.0,1.0,1.0
37288,6,6,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333
37858,2,2,1,0,1,0.5,0.5,0.5
37875,1,1,1,1,1,1.0,1.0,1.0
38007,3,3,3,1,1,1.0,1.0,1.0
38012,6,6,5,0,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
38035,2,2,2,1,1,1.0,1.0,1.0
38072,1,1,1,1,1,1.0,1.0,1.0
