Issue,K,MRR,NDCG_at_K,P_at_K
309,5,1.0,1.0,1.0
3368,1,1.0,1.0,1.0
3553,2,1.0,1.0,1.0
3595,2,1.0,1.0,1.0
4284,4,1.0,0.3903800499921017,0.25
4584,1,1.0,1.0,1.0
5685,3,1.0,1.0,1.0
9176,6,1.0,0.892210845475489,0.8333333333333334
9511,2,1.0,0.6131471927654584,0.5
9604,1,1.0,1.0,1.0
9838,1,1.0,1.0,1.0
9847,2,1.0,0.6131471927654584,0.5
9865,7,1.0,0.7752805260144073,0.7142857142857143
9976,6,1.0,1.0,1.0
10152,1,1.0,1.0,1.0
10224,2,1.0,1.0,1.0
10453,3,0.1,0.0,0.0
11568,1,1.0,1.0,1.0
11735,1,0.3333333333333333,0.0,0.0
11772,1,1.0,1.0,1.0
12318,1,1.0,1.0,1.0
12329,1,1.0,1.0,1.0
12417,1,1.0,1.0,1.0
12745,3,1.0,0.46927872602275644,0.3333333333333333
12925,3,0.5,0.5307212739772434,0.6666666666666666
13032,2,1.0,1.0,1.0
13037,1,0.25,0.0,0.0
13090,1,1.0,1.0,1.0
13220,3,0.2,0.0,0.0
13300,7,1.0,0.8936633189697701,0.8571428571428571
13333,5,1.0,0.7227265726449519,0.6
13365,4,0.3333333333333333,0.19519002499605084,0.25
13440,1,1.0,1.0,1.0
13710,1,1.0,1.0,1.0
13760,1,0.08333333333333333,0.0,0.0
13786,1,1.0,1.0,1.0
13956,1,1.0,1.0,1.0
14185,1,1.0,1.0,1.0
14402,4,1.0,1.0,1.0
14505,5,1.0,1.0,1.0
14736,3,0.5,0.2960819109658652,0.3333333333333333
14936,1,1.0,1.0,1.0
15152,4,1.0,1.0,1.0
15543,3,0.09090909090909091,0.0,0.0
15612,1,1.0,1.0,1.0
16021,1,1.0,1.0,1.0
16338,4,1.0,0.3903800499921017,0.25
16399,2,1.0,0.6131471927654584,0.5
16642,5,1.0,0.5087403079104241,0.4
16723,7,1.0,0.9020870746500321,0.8571428571428571
16747,1,1.0,1.0,1.0
16959,7,1.0,1.0,1.0
17040,1,1.0,1.0,1.0
17056,4,1.0,1.0,1.0
17226,2,1.0,0.6131471927654584,0.5
17299,1,0.07692307692307693,0.0,0.0
17332,6,1.0,1.0,1.0
17359,1,0.5,0.0,0.0
17628,3,1.0,0.7653606369886217,0.6666666666666666
17669,1,1.0,1.0,1.0
17704,1,1.0,1.0,1.0
17787,1,1.0,1.0,1.0
17918,2,1.0,0.6131471927654584,0.5
18007,1,1.0,1.0,1.0
18229,1,0.5,0.0,0.0
18367,1,1.0,1.0,1.0
18372,1,1.0,1.0,1.0
18400,2,1.0,0.6131471927654584,0.5
18414,4,1.0,0.6366824387328317,0.5
18547,1,1.0,1.0,1.0
18680,3,0.09090909090909091,0.0,0.0
18849,2,0.5,0.38685280723454163,0.5
18911,1,1.0,1.0,1.0
18938,2,0.16666666666666666,0.0,0.0
19256,2,1.0,0.6131471927654584,0.5
19360,2,0.125,0.0,0.0
19595,1,1.0,1.0,1.0
19811,4,1.0,1.0,1.0
20145,3,1.0,1.0,1.0
