issue_id,K,n_candidates,known_k_f1,abs_mm_f1,rel_f1,mrr,ndcg_at_k,p_at_k
12,2,556,0.0,5.714285714285714,2.564102564102564,3.7037037037037033,0.0,0.0
206,2,231,50.0,50.0,13.333333333333336,50.0,38.68528072345416,50.0
296,1,261,0.0,66.66666666666666,40.0,50.0,0.0,0.0
365,1,274,0.0,40.0,28.57142857142857,25.0,0.0,0.0
520,1,309,0.0,1.6,0.8368200836820083,0.8130081300813009,0.0,0.0
596,4,317,0.0,5.263157894736842,2.5641025641025648,3.225806451612903,0.0,0.0
786,1,341,0.0,0.8968609865470852,0.625,0.5291005291005291,0.0,0.0
789,4,344,25.0,13.333333333333334,18.181818181818183,25.0,16.812753627111746,25.0
940,1,354,0.0,1.886792452830189,0.8333333333333334,1.7241379310344827,0.0,0.0
1086,1,372,0.0,12.5,9.09090909090909,9.090909090909092,0.0,0.0
1136,1,382,0.0,1.3071895424836601,1.0256410256410255,0.7246376811594203,0.0,0.0
1225,2,407,0.0,11.11111111111111,5.263157894736842,14.285714285714285,0.0,0.0
1342,3,419,0.0,2.3121387283236996,1.4492753623188404,0.8547008547008548,0.0,0.0
1428,1,426,0.0,1.234567901234568,1.234567901234568,0.8695652173913043,0.0,0.0
1455,1,428,0.0,6.89655172413793,3.7037037037037033,4.0,0.0,0.0
1605,1,452,0.0,7.6923076923076925,1.8691588785046727,4.545454545454546,0.0,0.0
1724,2,492,0.0,0.9569377990430623,0.819672131147541,0.29940119760479045,0.0,0.0
1764,1,501,0.0,1.639344262295082,0.8658008658008658,0.8695652173913043,0.0,0.0
1883,7,548,0.0,9.917355371900825,6.896551724137931,2.631578947368421,0.0,0.0
2025,1,556,0.0,3.3333333333333335,2.5974025974025974,1.7241379310344827,0.0,0.0
2612,3,556,0.0,1.0810810810810811,1.0771992818671452,0.6329113924050633,0.0,0.0
3046,2,555,0.0,3.8461538461538463,5.714285714285714,3.571428571428571,0.0,0.0
3195,2,554,0.0,5.0,3.9999999999999996,3.3333333333333335,0.0,0.0
3233,3,554,0.0,7.142857142857142,3.508771929824561,4.761904761904762,0.0,0.0
3303,2,553,0.0,2.5974025974025974,1.886792452830189,1.4084507042253522,0.0,0.0
3343,1,553,0.0,2.631578947368421,2.8169014084507045,1.5625,0.0,0.0
3475,1,552,0.0,0.9950248756218907,0.7462686567164178,0.6060606060606061,0.0,0.0
3628,1,544,0.0,0.5780346820809248,0.5305039787798408,0.45871559633027525,0.0,0.0
3630,1,544,0.0,1.3605442176870748,3.225806451612903,1.7543859649122806,0.0,0.0
3880,3,538,0.0,6.666666666666667,4.166666666666667,3.7037037037037033,0.0,0.0
4396,2,534,0.0,18.18181818181818,18.18181818181818,11.11111111111111,0.0,0.0
4403,6,534,0.0,4.651162790697675,3.3898305084745757,1.6129032258064515,0.0,0.0
4507,3,532,0.0,4.347826086956522,2.9197080291970803,3.225806451612903,0.0,0.0
4562,1,532,0.0,20.0,15.384615384615385,11.11111111111111,0.0,0.0
4768,1,530,0.0,0.44742729306487705,0.37735849056603776,0.2985074626865672,0.0,0.0
4784,1,528,0.0,15.384615384615385,4.347826086956522,9.090909090909092,0.0,0.0
4840,1,522,0.0,2.2727272727272725,1.1494252873563215,1.2345679012345678,0.0,0.0
5218,2,505,0.0,1.801801801801802,0.7952286282306162,0.9803921568627451,0.0,0.0
5241,1,505,0.0,1.2578616352201257,1.4388489208633093,0.8849557522123894,0.0,0.0
5472,1,501,100.0,66.66666666666666,33.333333333333336,100.0,100.0,100.0
5616,7,494,0.0,4.49438202247191,4.1522491349480966,1.5873015873015872,0.0,0.0
5801,4,487,0.0,6.249999999999999,5.031446540880503,1.7241379310344827,0.0,0.0
5985,3,481,0.0,4.255319148936169,4.255319148936171,3.0303030303030303,0.0,0.0
5990,5,481,0.0,4.8192771084337345,4.878048780487805,1.9230769230769231,0.0,0.0
6877,1,471,0.0,4.545454545454545,2.777777777777778,3.4482758620689653,0.0,0.0
6932,1,471,0.0,1.2903225806451613,1.183431952662722,0.9090909090909091,0.0,0.0
6975,1,471,0.0,25.0,25.0,25.0,0.0,0.0
7278,3,460,0.0,1.7142857142857146,2.173913043478261,0.6666666666666667,0.0,0.0
7568,2,460,0.0,1.2779552715654954,1.0638297872340425,0.38022813688212925,0.0,0.0
7680,1,455,0.0,3.0303030303030307,1.6260162601626018,1.7543859649122806,0.0,0.0
7805,1,453,0.0,2.73972602739726,0.5865102639296188,3.571428571428571,0.0,0.0
7933,1,448,0.0,7.999999999999999,9.09090909090909,5.88235294117647,0.0,0.0
7999,3,448,0.0,2.8368794326241136,1.9417475728155342,1.36986301369863,0.0,0.0
8282,3,445,0.0,20.0,7.692307692307692,14.285714285714285,0.0,0.0
8447,2,438,0.0,1.0256410256410255,0.9302325581395346,0.7751937984496124,0.0,0.0
8485,5,438,0.0,2.9761904761904763,2.8368794326241136,1.2048192771084338,0.0,0.0
8644,1,431,100.0,100.0,100.0,100.0,100.0,100.0
63610,6,24,0.0,46.15384615384615,46.15384615384615,14.285714285714285,0.0,0.0
136864,1,10,100.0,100.0,66.66666666666666,100.0,100.0,100.0
152385,1,13,0.0,25.0,25.0,14.285714285714285,0.0,0.0
177140,1,4,100.0,100.0,100.0,100.0,100.0,100.0
